rank	node	node_type	visit_count	visit_prob	degree	gat_hub_score	prad_annotation
406	CPSF7	gene	593895	0.00033031	2730	0.00268602	
407	DAD1	gene	593801	0.00033026	2694	0.00217688	
408	SHARPIN	gene	593745	0.00033023	2473	0.00379972	
409	POLD4	gene	593555	0.00033012	2874	0.00103016	
410	KLF13	gene	593478	0.00033008	2998	0.00079563	
411	MBD5	gene	593305	0.00032998	2889	0.00090983	
412	PSMC1	gene	593048	0.00032984	2499	0.00329169	
413	MRPL53	gene	592909	0.00032976	2665	0.00197139	
414	SCYL3	gene	592749	0.00032967	2988	0.00121607	
415	PPFIA3	gene	592725	0.00032966	2737	0.00208701	
416	SPINT2	gene	592682	0.00032963	2294	0.00601527	
417	FUBP3	gene	592414	0.00032948	2659	0.00237751	
418	TOPORS	gene	592321	0.00032943	2731	0.00164703	
419	RBM41	gene	592074	0.0003293	2729	0.00181863	
420	NFIC	gene	591608	0.00032904	2666	0.00251441	
421	ASPSCR1	gene	591448	0.00032895	2547	0.00284091	
422	ZNF845	gene	591413	0.00032893	2978	0.000687	
423	KLHL20	gene	591396	0.00032892	2634	0.00339111	
424	TRAPPC10	gene	591252	0.00032884	2704	0.00207701	
425	UBL7	gene	591118	0.00032876	2617	0.00278641	
426	PDE8B	gene	590734	0.00032855	2931	0.00145134	
427	CCNT2	gene	590399	0.00032836	2722	0.00170949	
428	MRPL51	gene	590075	0.00032818	2761	0.00135939	
429	RANBP2	gene	589840	0.00032805	2469	0.00429481	
430	HDDC3	gene	589680	0.00032796	2732	0.00182782	
431	HSPB11	gene	589655	0.00032795	2547	0.00345078	
432	WASF2	gene	589607	0.00032792	2716	0.00220166	
433	WDR34	gene	589525	0.00032788	2640	0.00229234	
434	SPOPL	gene	589517	0.00032787	2852	0.00113444	
435	AFF1	gene	589485	0.00032786	2783	0.00142631	
436	UBE2K	gene	589356	0.00032778	2317	0.00556688	
437	PCYT2	gene	589121	0.00032765	2869	0.00112139	
438	EP400	gene	589086	0.00032763	2706	0.0018862	
439	RAB11A	gene	588912	0.00032754	1889	0.0087095	
440	TPP2	gene	588843	0.0003275	2749	0.00183065	
441	FRS2	gene	588813	0.00032748	2584	0.00218459	
442	BPTF	gene	588741	0.00032744	2680	0.00198102	
443	BLOC1S1	gene	588660	0.0003274	2620	0.00215659	
444	ERAL1	gene	588640	0.00032739	2807	0.00140665	
445	PXDN	gene	588464	0.00032729	2619	0.00342192	
446	ZFR	gene	588372	0.00032724	2668	0.00194007	
447	DDX46	gene	588154	0.00032712	2614	0.00254655	
448	ZDHHC12	gene	588017	0.00032704	2788	0.00128734	
449	CPSF6	gene	587951	0.000327	2538	0.00373259	
450	GSTZ1	gene	587948	0.000327	2736	0.00163096	
451	KLHL9	gene	587748	0.00032689	2642	0.00233292	
452	EPN1	gene	587025	0.00032649	2626	0.00225616	
453	BAZ2A	gene	586121	0.00032598	2803	0.00098745	
454	RNF2	gene	586113	0.00032598	2451	0.00387095	
455	CD2BP2	gene	586101	0.00032597	2529	0.00291842	
456	ZNF597	gene	586021	0.00032593	2848	0.00119847	
457	ERCC6	gene	585886	0.00032585	2720	0.00177177	
458	USP8	gene	585459	0.00032562	2552	0.00290378	
459	HINT2	gene	585447	0.00032561	2720	0.0016404	
460	ZNF24	gene	585378	0.00032557	2464	0.00381645	
461	BICD2	gene	585190	0.00032547	2504	0.00457403	
462	B3GAT3	gene	585000	0.00032536	2626	0.00213253	
463	ATF7	gene	584920	0.00032532	2708	0.00185191	
464	SLC25A46	gene	584527	0.0003251	2570	0.00264547	
465	DRG2	gene	584223	0.00032493	2697	0.00194903	
466	TRIM14	gene	584157	0.00032489	2376	0.00560499	
467	SELENBP1	gene	583935	0.00032477	2419	0.00493944	
468	ZNF292	gene	583901	0.00032475	2858	0.00088477	
469	MDN1	gene	583895	0.00032475	2727	0.00178309	
470	MVK	gene	583868	0.00032473	2796	0.00182566	
471	MSH2	gene	583866	0.00032473	2421	0.00398044	
472	LONP1	gene	583628	0.0003246	2462	0.0041116	
473	NBEA	gene	583591	0.00032458	2786	0.0018689	
474	MYL5	gene	583566	0.00032456	2539	0.0027501	
475	MRPS18A	gene	583373	0.00032446	2651	0.00219638	
476	GNB1L	gene	583364	0.00032445	2781	0.00153469	
477	ERC1	gene	582979	0.00032424	2515	0.00317332	
478	GAB2	gene	582785	0.00032413	2498	0.00352753	
479	MID2	gene	582639	0.00032405	2526	0.00326241	
480	CCT6B	gene	582583	0.00032402	1788	0.01095699	
481	GCC2	gene	582543	0.00032399	2471	0.00365401	
482	FAF1	gene	582476	0.00032396	2692	0.0023616	
483	CAPNS1	gene	582321	0.00032387	2447	0.00330852	
484	RBMS1	gene	581935	0.00032366	2770	0.0021074	
485	TRAPPC1	gene	581526	0.00032343	2668	0.00177983	
486	RNF111	gene	581463	0.00032339	2706	0.00148921	
487	RPS19BP1	gene	581389	0.00032335	2675	0.00145866	
488	TAF1L	gene	581360	0.00032334	2706	0.00161599	
489	REEP6	gene	581131	0.00032321	2582	0.0031964	
490	ERP29	gene	581090	0.00032319	2829	0.00101512	
491	ANAPC11	gene	581076	0.00032318	2631	0.00184434	
492	SEC24D	gene	580984	0.00032313	2498	0.00339979	
493	API5	gene	580936	0.0003231	2839	0.00126171	
494	PHIP	gene	580930	0.0003231	2750	0.00198004	
495	MRPS34	gene	580703	0.00032297	2613	0.00211441	
496	BNIP1	gene	580479	0.00032285	2539	0.00264276	
497	KDM5C	gene	579837	0.00032249	2677	0.00231737	[PRAD target] JARID1C H3K4 demethylase; mutations in mCRPC; Drugs: KDM5 inhibitors (MRTX-1719 for MTAP-null; CPI-455 investigational)
498	MGA	gene	579626	0.00032237	2714	0.00163835	
499	TALDO1	gene	579618	0.00032237	2587	0.00224319	
500	TOP2B	gene	579283	0.00032218	2797	0.00148835	[PRAD target] Topoisomerase IIbeta; Drugs: etoposide (used in NEPC regimens: EP regimen)
501	LBR	gene	579228	0.00032215	2608	0.00311412	
502	EPB41	gene	579062	0.00032206	2432	0.00388472	
503	EMG1	gene	578452	0.00032172	2617	0.00216419	
504	JMJD6	gene	578446	0.00032172	2567	0.00284394	
505	TRAP1	gene	578368	0.00032167	2253	0.00580315	
506	PC	gene	578355	0.00032167	2695	0.00228818	
507	DIS3L	gene	577879	0.0003214	2828	0.0014795	
508	SENP1	gene	577598	0.00032124	2686	0.00175482	
509	MAP3K2	gene	577378	0.00032112	2718	0.00130601	
510	APPL1	gene	577271	0.00032106	2480	0.0032512	
511	HMGN1	gene	577068	0.00032095	2364	0.00516626	
512	ZNF641	gene	576741	0.00032077	2815	0.00064868	
513	TXN2	gene	576680	0.00032073	2592	0.00239123	
514	LMAN1	gene	576678	0.00032073	2422	0.00413765	
515	YIF1A	gene	576611	0.0003207	2597	0.00252144	
516	SGSM3	gene	576416	0.00032059	2861	0.00068389	
517	ARF6	gene	576335	0.00032054	2470	0.00386756	
518	KIDINS220	gene	576252	0.0003205	2672	0.00157693	
519	HIP1	gene	576074	0.0003204	2782	0.00168379	
520	GNB5	gene	575988	0.00032035	1217	0.01832924	
521	RPUSD3	gene	575948	0.00032033	2821	0.00136791	
522	FBXO11	gene	575638	0.00032015	2634	0.00223263	
523	BCL2L11	gene	575602	0.00032013	2521	0.00308288	
524	PRKAR1A	gene	575359	0.00032	2427	0.00385907	
525	CTNNA1	gene	575191	0.00031991	2291	0.00545878	
526	CD2AP	gene	575107	0.00031986	2415	0.00393027	
527	IDS	gene	575024	0.00031981	2601	0.00271707	
528	COX8A	gene	575009	0.0003198	2615	0.00203032	
529	MON1A	gene	575003	0.0003198	2831	0.00099839	
530	SUPT5H	gene	574946	0.00031977	2082	0.00727968	
531	RERE	gene	574904	0.00031975	2720	0.00240178	
532	DPM2	gene	574876	0.00031973	2665	0.00154436	
533	LUZP1	gene	574420	0.00031948	2816	0.00107904	
534	IGFBP2	gene	574307	0.00031941	2730	0.00191249	
535	ATG7	gene	574152	0.00031933	2576	0.00234789	
536	DENND4C	gene	574141	0.00031932	2785	0.00093701	
537	ITGB3	gene	573946	0.00031921	2031	0.00694668	
538	TGOLN2	gene	573714	0.00031908	2519	0.00296369	
539	CACNA1C	gene	573578	0.00031901	2395	0.00390805	
540	KDM3B	gene	573538	0.00031899	2696	0.0012759	
541	LSM3	gene	573339	0.00031888	2557	0.00239478	
542	ARHGEF11	gene	573265	0.00031883	2712	0.00166611	
543	MBD3	gene	573033	0.00031871	2547	0.00243367	
544	RABGEF1	gene	572804	0.00031858	2663	0.00237235	
545	DPP8	gene	572755	0.00031855	2646	0.00156699	
546	SH3PXD2A	gene	572553	0.00031844	2610	0.0025511	
547	HNRNPR	gene	572475	0.0003184	2627	0.00254779	
548	MMAB	gene	572394	0.00031835	2745	0.00135266	
549	DCXR	gene	572238	0.00031826	2772	0.00120911	
550	SBF2	gene	572176	0.00031823	2773	0.00075617	
551	SPPL2B	gene	571758	0.000318	2281	0.00510168	
552	CHD1	gene	571746	0.00031799	2795	0.00123667	(ergPRAD) Chromatin remodeling helicase; deleted in ~27% PRAD (ETS-negative); CHD1 deletion defines distinct PRAD subtype (non-ergPRAD predominantly); Drugs: AR inhibitors (enzalutamide sensitization in CHD1-deleted PRAD); PARP inhibitors (genotoxic stress sensitivity)
553	AIP	gene	571722	0.00031798	2473	0.00328905	
554	ADNP	gene	571319	0.00031775	2636	0.00168407	
555	CREB3	gene	571303	0.00031774	2260	0.00524128	
556	DTNB	gene	571127	0.00031765	2572	0.0027607	
557	ARSB	gene	571108	0.00031764	2756	0.0013705	
558	N4BP2	gene	570802	0.00031746	2763	0.0011632	
559	GNPDA2	gene	570687	0.0003174	2690	0.00160345	
560	TBL3	gene	570281	0.00031718	2473	0.00290438	
561	MRPL52	gene	570196	0.00031713	2685	0.00123866	
562	SCO2	gene	570149	0.0003171	2586	0.00222058	
563	ATP9A	gene	569656	0.00031683	2792	0.00121344	
564	ALDOA	gene	569600	0.0003168	2532	0.00280164	
565	TNK1	gene	569324	0.00031664	2859	0.00089255	
566	DPCD	gene	569149	0.00031655	2790	0.00084966	
567	ZFP91	gene	569020	0.00031647	2690	0.00120215	
568	RPS6KB1	gene	568867	0.00031639	2622	0.00221194	
569	SPG7	gene	568724	0.00031631	2484	0.00354724	
570	FXR2	gene	568534	0.0003162	2298	0.00525343	
571	PSMA4	gene	568391	0.00031612	2578	0.00232312	
572	KIF5B	gene	568349	0.0003161	2351	0.00445995	
573	IFI35	gene	568281	0.00031606	2320	0.00481898	
574	XRN2	gene	568150	0.00031599	2512	0.00278969	
575	STAT5B	gene	568134	0.00031598	2270	0.00459913	[PRAD target] STAT5 isoform; AR cofactor; contributes to CRPC; Drugs: STAT5 inhibitors (investigational); ruxolitinib [JAKi]
576	TUBA1B	gene	568118	0.00031597	1589	0.01256532	
577	RILP	gene	568022	0.00031592	2758	0.00136927	
578	FDXR	gene	567900	0.00031585	2539	0.00241942	
579	C11orf48	gene	567797	0.00031579	2808	0.00051197	
580	ZNF709	gene	567754	0.00031577	2923	0.00082837	
581	PMVK	gene	567733	0.00031576	2518	0.00242963	
582	NDOR1	gene	567726	0.00031575	2705	0.00128841	
583	C1orf151	gene	567522	0.00031564	2808	0.00051377	
584	FAM168B	gene	567362	0.00031555	2864	0.00082237	
585	XYLT1	gene	567244	0.00031549	2908	0.00084197	
586	POLR3K	gene	567174	0.00031545	2705	0.00147035	
587	ERGIC3	gene	567173	0.00031545	2442	0.0031454	
588	HHLA3	gene	566761	0.00031522	2847	0.00056915	
589	HSPG2	gene	566704	0.00031519	1871	0.00885715	
590	C5orf42	gene	566343	0.00031498	2861	0.00053421	
591	GOLIM4	gene	566278	0.00031495	2704	0.00165147	
592	RBM16	gene	566054	0.00031482	2767	0.0004973	
593	AMBRA1	gene	565876	0.00031473	2312	0.00478284	
594	ELMO2	gene	565422	0.00031447	2745	0.00160447	
595	ARID2	gene	565355	0.00031444	2620	0.00175619	
596	CORT	gene	564744	0.0003141	2517	0.0027255	
597	DCP2	gene	564134	0.00031376	2434	0.00397908	
598	TIMM22	gene	564098	0.00031374	2473	0.00311409	
599	MANEA	gene	564085	0.00031373	2625	0.00188516	
600	UQCR11	gene	564036	0.0003137	2583	0.0018378	
601	MEX3C	gene	563774	0.00031356	2744	0.0014004	
602	TUBGCP3	gene	563651	0.00031349	2362	0.00450867	
603	TRIM27	gene	563470	0.00031339	2084	0.00733121	
604	RAB3B	gene	563460	0.00031338	2596	0.00243753	
605	RSBN1	gene	563313	0.0003133	2698	0.00136107	
606	TMED3	gene	563230	0.00031325	2710	0.00165941	
607	CEP350	gene	563188	0.00031323	2647	0.00154906	
608	TAB2	gene	563176	0.00031322	2477	0.0028073	
609	CDK13	gene	563019	0.00031314	2543	0.00222658	
610	ATP11B	gene	562992	0.00031312	2702	0.00124209	
611	CASP8AP2	gene	562391	0.00031279	2760	0.00081912	
612	MPST	gene	562323	0.00031275	2670	0.00134151	
613	MEX3B	gene	562318	0.00031275	2478	0.00375216	
614	PEF1	gene	562254	0.00031271	2429	0.00297574	
615	ZNHIT2	gene	562203	0.00031268	2536	0.00208098	
616	RHOJ	gene	562162	0.00031266	1904	0.00900693	
617	KIAA2018	gene	561815	0.00031247	2761	0.00050021	
618	CNOT6	gene	561669	0.00031239	2690	0.0015127	
619	HMGCL	gene	561647	0.00031237	2674	0.00132956	
620	PPP1R12A	gene	561639	0.00031237	2520	0.00238243	
621	HMBS	gene	561392	0.00031223	2748	0.00091698	
622	SPATA5	gene	561390	0.00031223	2490	0.00279135	
623	PHF3	gene	561167	0.00031211	2716	0.00088116	
624	FKBP4	gene	561071	0.00031205	2601	0.00242712	
625	KLHDC8B	gene	561066	0.00031205	2812	0.00087588	
626	MSH3	gene	561050	0.00031204	2517	0.00286912	
627	DOCK9	gene	560989	0.00031201	2722	0.00124323	
628	EEFSEC	gene	560861	0.00031194	2616	0.00191337	
629	TUSC2	gene	560766	0.00031188	2591	0.00179177	
630	CCDC85B	gene	559974	0.00031144	2473	0.00295352	
631	SURF1	gene	559881	0.00031139	2592	0.00184217	
632	RNF5	gene	559494	0.00031118	2524	0.00261443	
633	NAGPA	gene	559484	0.00031117	2755	0.00111399	
634	CNOT2	gene	559354	0.0003111	2260	0.00520808	
635	SLC25A11	gene	559261	0.00031105	2626	0.00214523	
636	CISD3	gene	559108	0.00031096	2522	0.00244148	
637	SYTL1	gene	559063	0.00031094	2775	0.00084304	
638	NDUFB3	gene	558679	0.00031072	2516	0.00282741	
639	CCDC137	gene	558570	0.00031066	2522	0.00248159	
640	KIAA0586	gene	558519	0.00031063	2723	0.00092886	
641	WIPI2	gene	558408	0.00031057	2704	0.00171075	
642	RABAC1	gene	557977	0.00031033	2403	0.00313902	
643	MAP3K1	gene	557801	0.00031023	2566	0.00224618	
644	GCDH	gene	557783	0.00031022	2653	0.00167281	
645	KLHL28	gene	557605	0.00031013	2685	0.00097987	
646	NCALD	gene	557584	0.00031011	2185	0.00463997	
647	FIS1	gene	557363	0.00030999	2453	0.00263833	
648	NUBP2	gene	557305	0.00030996	2473	0.00241271	
649	ZBTB40	gene	556845	0.0003097	2778	0.00101661	
650	PUSL1	gene	556719	0.00030963	2608	0.00163889	
651	ASH1L	gene	556585	0.00030956	2717	0.00076205	
652	POGZ	gene	556486	0.0003095	2659	0.00176802	
653	LRP5	gene	556434	0.00030947	2136	0.0060032	
654	ATG4B	gene	556292	0.00030939	2545	0.00193692	
655	SOCS6	gene	556233	0.00030936	2598	0.00181046	
656	CCDC124	gene	556146	0.00030931	2601	0.00126316	
657	ZNF354C	gene	555901	0.00030918	2625	0.0014724	
658	ADAM10	gene	555625	0.00030902	2481	0.00254932	
659	SNRNP25	gene	555574	0.000309	2691	0.00085284	
660	DYNLRB2	gene	555446	0.00030892	2427	0.00380884	
661	KPNA5	gene	555371	0.00030888	2665	0.00167346	
662	CDK14	gene	555222	0.0003088	2616	0.00246439	
663	ZC3H7B	gene	555109	0.00030874	2801	0.00110843	
664	OSMR	gene	555066	0.00030871	2521	0.0022373	
665	RASSF1	gene	554984	0.00030867	2597	0.00161763	
666	EIF2B3	gene	554883	0.00030861	2570	0.00197775	
667	GSTO2	gene	554874	0.00030861	2652	0.00203229	
668	ZZZ3	gene	554721	0.00030852	2534	0.00214656	
669	PPM1G	gene	554283	0.00030828	2475	0.00299105	
670	CCHCR1	gene	554079	0.00030816	2475	0.00265944	
671	BLVRA	gene	554042	0.00030814	2612	0.00229779	
672	ELK3	gene	554042	0.00030814	2751	0.00081832	
673	MFAP3	gene	553997	0.00030812	2532	0.00196759	
674	STXBP4	gene	553973	0.00030811	2630	0.00208807	
675	RAPGEF2	gene	553931	0.00030808	2526	0.00234059	
676	LCMT1	gene	553830	0.00030803	2639	0.0011252	
677	YKT6	gene	553763	0.00030799	2361	0.00406886	
678	ZNF318	gene	553475	0.00030783	2561	0.0020949	
679	ABCB8	gene	553413	0.00030779	2459	0.00268204	
680	PAPOLG	gene	553411	0.00030779	2640	0.00143804	
681	CFL1	gene	553328	0.00030775	2301	0.00446953	
682	PEMT	gene	553167	0.00030766	2652	0.00125796	
683	SLU7	gene	553153	0.00030765	2598	0.00239183	
684	HEXIM2	gene	553131	0.00030764	2518	0.00219008	
685	ADAM17	gene	553043	0.00030759	2512	0.00236461	
686	SUSD1	gene	553004	0.00030757	2661	0.00191533	
687	SLC25A38	gene	552870	0.00030749	2796	0.00057637	
688	PSMB5	gene	552808	0.00030746	2463	0.00279907	
689	TGFBRAP1	gene	552672	0.00030738	2544	0.00179417	
690	QKI	gene	552467	0.00030727	2437	0.00327524	
691	SNTA1	gene	552374	0.00030722	2419	0.00272339	
692	SLC25A24	gene	552258	0.00030715	2606	0.00210789	
693	BICC1	gene	551862	0.00030693	2766	0.0011002	
694	ZC3H11A	gene	551829	0.00030691	2591	0.00219018	
695	MESP1	gene	551726	0.00030686	2798	0.00061907	
696	MAP4K3	gene	551584	0.00030678	2691	0.00116843	
697	RPRD2	gene	551377	0.00030666	2673	0.00119436	
698	GEMIN7	gene	551243	0.00030659	2623	0.00126083	
699	P2RY1	gene	551201	0.00030656	2629	0.00233899	
700	ORMDL2	gene	551006	0.00030645	2474	0.00267357	
701	CHEK1	gene	550851	0.00030637	2117	0.00595343	[PRAD target] Checkpoint kinase 1; replication stress response; Drugs: prexasertib (LY2606368) [CHK1i]; LY2603618; combinations with PARP inhibitors in mCRPC
702	KIAA1549	gene	550729	0.0003063	2507	0.00303949	
703	RSBN1L	gene	550666	0.00030627	2690	0.00091655	
704	MAP4K5	gene	550582	0.00030622	2591	0.00176147	
705	ESYT2	gene	550577	0.00030622	2601	0.00162037	
706	GMEB1	gene	550309	0.00030607	2663	0.00127823	
707	SRPRB	gene	550294	0.00030606	2437	0.00353978	
708	APBA1	gene	550282	0.00030605	2665	0.00218314	
709	TRAPPC2L	gene	550091	0.00030595	2555	0.00192181	
710	TECR	gene	550048	0.00030592	2517	0.0022907	
711	ARHGEF12	gene	549770	0.00030577	2573	0.00151087	
712	DSC2	gene	549687	0.00030572	2680	0.00155243	
713	ACTR1A	gene	549663	0.00030571	2394	0.00352941	
714	TRPM4	gene	549486	0.00030561	2590	0.00229033	
715	BCKDK	gene	549251	0.00030548	2573	0.00186032	
716	TMUB1	gene	548906	0.00030529	2586	0.00125072	
717	ARL15	gene	548569	0.0003051	2509	0.00226429	
718	KDM5D	gene	548335	0.00030497	2696	0.00141818	
719	ATAD2B	gene	547619	0.00030457	2689	0.00078423	
720	RBM12	gene	547550	0.00030453	2548	0.00220164	
721	DNAJC16	gene	547531	0.00030452	2437	0.0031304	
722	NCLN	gene	547447	0.00030448	2421	0.00265612	
723	MRPS18B	gene	547404	0.00030445	2639	0.00186254	
724	LNPEP	gene	547132	0.0003043	2453	0.00267424	
725	KLHL23	gene	546981	0.00030422	2623	0.00125847	
726	RSF1	gene	546973	0.00030421	2650	0.00082869	
727	MED31	gene	546830	0.00030413	2271	0.00462795	
728	TMEM123	gene	546675	0.00030405	2819	0.0008201	
729	WDFY1	gene	546673	0.00030405	2639	0.00166638	
730	SSU72	gene	546619	0.00030402	2521	0.00165659	
731	ZNF614	gene	546577	0.00030399	2789	0.00070385	
732	LPAR2	gene	546537	0.00030397	2434	0.00277249	
733	PHC3	gene	546537	0.00030397	2567	0.00188127	
734	CINP	gene	546517	0.00030396	2611	0.00126737	
735	RLIM	gene	546480	0.00030394	2602	0.00139944	
736	BCL7B	gene	546341	0.00030386	2548	0.00163912	
737	KLHDC3	gene	546140	0.00030375	2472	0.00246758	
738	SCAMP3	gene	546004	0.00030367	2572	0.00178802	
739	NCAPH2	gene	545855	0.00030359	2432	0.00264268	
740	HMOX2	gene	545716	0.00030351	2518	0.00204918	
741	LRRK1	gene	545644	0.00030347	2510	0.00279227	
742	WWC2	gene	545579	0.00030344	2737	0.00086565	
743	FAM179B	gene	545140	0.00030319	2716	0.00048864	
744	RPS6KB2	gene	544976	0.0003031	2625	0.00144774	
745	TSPO	gene	544811	0.00030301	2460	0.0021866	
746	DIP2C	gene	544664	0.00030293	2722	0.00115603	
747	SETBP1	gene	544634	0.00030291	2554	0.00206608	
748	ZG16B	gene	544603	0.00030289	2317	0.00415686	
749	C16orf55	gene	544543	0.00030286	2833	0.00058679	
750	ENDOG	gene	544539	0.00030286	2586	0.0013402	
751	INO80D	gene	544414	0.00030279	2693	0.00083296	
752	SPR	gene	544167	0.00030265	2633	0.00137534	
753	PDRG1	gene	543667	0.00030237	2490	0.00186039	
754	ETV3	gene	543650	0.00030236	2582	0.00142924	
755	CTDSPL2	gene	543546	0.00030231	2615	0.00106455	
756	TRIP12	gene	543421	0.00030224	2447	0.00274468	
757	GAMT	gene	543394	0.00030222	2659	0.00106717	
758	SENP6	gene	543382	0.00030221	2778	0.00085133	
759	SDF2	gene	543360	0.0003022	2583	0.00135285	
760	ZNF136	gene	543208	0.00030212	2680	0.00091357	
761	HMGXB4	gene	543148	0.00030208	2618	0.0014413	
762	FOXO3	gene	543067	0.00030204	2520	0.00258997	
763	NUDT21	gene	543015	0.00030201	2526	0.00243019	
764	ZNF836	gene	542950	0.00030197	2740	0.0007391	
765	ERN1	gene	542950	0.00030197	2478	0.00209576	
766	CNOT8	gene	542930	0.00030196	2533	0.00257537	
767	C19orf36	gene	542928	0.00030196	2728	0.0005039	
768	TMEM134	gene	542905	0.00030195	2694	0.00070333	
769	WASF3	gene	542739	0.00030186	2668	0.00139899	
770	WDR82	gene	542628	0.0003018	2513	0.00249718	
771	TMEM160	gene	542555	0.00030175	2473	0.00196199	
772	PREB	gene	542179	0.00030155	2530	0.00265482	
773	CDH7	gene	541985	0.00030144	2661	0.00195667	
774	CDC42SE1	gene	541858	0.00030137	2771	0.00069313	
775	COX6C	gene	541647	0.00030125	2453	0.00265903	
776	OCLN	gene	541595	0.00030122	2203	0.00511405	
777	LMBR1	gene	541446	0.00030114	2475	0.00255845	
778	BRMS1	gene	541402	0.00030111	2552	0.00128498	
779	VANGL1	gene	541279	0.00030105	2547	0.00210753	
780	DNAJC10	gene	541162	0.00030098	2253	0.00475525	
781	SIRT3	gene	541094	0.00030094	2462	0.00217534	
782	CYHR1	gene	541052	0.00030092	2549	0.0015769	
783	TRAK2	gene	541043	0.00030091	2507	0.00223454	
784	TRAF3IP1	gene	541012	0.0003009	2275	0.00423848	
785	TXNDC17	gene	540968	0.00030087	2622	0.00141392	
786	FAM116A	gene	540907	0.00030084	2788	0.00054519	
787	CYB5R4	gene	540856	0.00030081	2610	0.001926	
788	DEF6	gene	540661	0.0003007	2670	0.00134249	
789	NPAT	gene	540418	0.00030057	2594	0.00114819	
790	TPRN	gene	540226	0.00030046	2561	0.00171416	
791	HSD17B1	gene	540115	0.0003004	2609	0.00125833	
792	LIN7B	gene	540001	0.00030033	2469	0.00219358	
793	ARHGAP29	gene	539872	0.00030026	2776	0.00091326	
794	CEP57	gene	539851	0.00030025	2607	0.0018894	
795	TFF3	gene	539817	0.00030023	2377	0.00353731	
796	SEC31A	gene	539650	0.00030014	2438	0.0026885	
797	ZNF791	gene	539577	0.0003001	2654	0.00061591	
798	GUK1	gene	539430	0.00030002	2460	0.00191507	
799	MCAT	gene	539399	0.0003	2558	0.00139321	
800	C2orf7	gene	539349	0.00029997	2679	0.00049738	
801	ZNF710	gene	539204	0.00029989	2656	0.00086571	
802	KBTBD4	gene	539190	0.00029988	2640	0.00111688	
803	WAC	gene	539153	0.00029986	2493	0.00203206	
804	STRN3	gene	538977	0.00029976	2472	0.00231521	
805	ADPRHL2	gene	538843	0.00029969	2598	0.00103024	
806	TDRD1	gene	538558	0.00029953	2708	0.00142369	
807	ZNF432	gene	538487	0.00029949	2694	0.00092459	
808	NARG2	gene	538330	0.0002994	2706	0.00050504	
809	LIMA1	gene	538244	0.00029936	2384	0.00342469	
810	SAP130	gene	538213	0.00029934	2564	0.00183135	
811	LRCH1	gene	538156	0.00029931	2715	0.00127801	
812	UNC119	gene	537990	0.00029922	2349	0.00334084	
813	DCTN3	gene	537660	0.00029903	2419	0.00251415	
814	AMPD3	gene	537611	0.00029901	2626	0.00130983	
815	RBBP6	gene	537606	0.000299	2548	0.00186724	
816	CHMP4C	gene	537587	0.00029899	909	0.02666947	
